date,composite_risk_score,anomaly_component,regime_component,drawdown_component,volatility_component,tier,tier_name,advisory
2025-06-10,48.4381652143621,14.227417373102952,27.25946851074696,0.17462951638535248,6.776649814126839,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-11,39.115072471971224,14.227417373102952,17.98132672905922,0.18119667963170097,6.725131690177349,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-12,53.16957968322455,14.227417373102952,31.566767059266564,0.38728553658055653,6.988109714274472,4,Reduce Positions,Increasing risk signals detected. Reduce position sizes and increase hedging.
2025-06-13,44.63903041330362,14.227417373102952,23.36155042052269,0.750418168365939,6.299644451312043,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-14,51.987645486989024,14.227417373102952,31.34112328290939,0.741498953747028,5.677605877229654,4,Reduce Positions,Increasing risk signals detected. Reduce position sizes and increase hedging.
2025-06-15,52.78574821206724,14.227417373102952,32.18373842537403,0.817151942050233,5.557440471540026,4,Reduce Positions,Increasing risk signals detected. Reduce position sizes and increase hedging.
2025-06-16,46.94100697047717,14.227417373102952,26.345988512039185,0.80752651824924,5.560074567085789,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-17,47.66962296897183,12.893884874097484,31.717249788343903,0.619720801343862,2.4387675051865827,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-18,32.95900089840933,10.229545437554108,18.84342357236892,0.924647293428765,2.961384595057532,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-19,31.247473437307793,8.626155677741364,18.769953881390393,0.919367157774714,2.9319967204013184,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-20,29.70247152631318,7.8281970821933005,19.072053706739098,0.9236758157790359,1.8785449216017491,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-21,29.5711585421016,7.04373853853518,19.11144146649167,1.111987988435595,2.3039905486391574,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-22,30.45876854572121,7.435123742051437,19.08609361533172,1.187495256512892,2.7500559318251594,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-23,45.321323100920175,7.910396597283638,33.08176934719005,1.2800006110452136,3.049156545401283,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-24,34.51990945254154,9.005694421144685,18.753684610128403,0.6461839248450959,6.114346496423355,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-25,46.27073897524873,8.58881649524714,31.52461510131853,0.5830007734147366,5.574306605268319,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-26,38.82942369984111,8.44404959603112,24.34685229699686,0.4112553824632125,5.627266424349922,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-27,43.75955280484219,8.17379169900605,29.48536581372172,0.44588003471361,5.654515257400803,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-06-28,31.884551983665748,7.234541274177907,18.93013820564494,0.4329694080326835,5.286903095810216,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-29,30.092189816617864,6.143285017368925,18.950540294870734,0.39859616261373143,4.599768341764475,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-06-30,28.570410177012796,5.032948156241062,19.040943905245513,0.25370922037201055,4.242808895154211,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-01,24.18854786084624,3.564365722310004,19.067126386333257,0.42563908910967596,1.1314166630933014,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-02,25.3011532242832,3.7233848851777793,19.12846157862805,0.6323383903836719,1.8169683700937,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-03,26.847760935244956,4.357852905050602,18.961762969382107,0.19550745075566248,3.332637610056584,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-04,26.36419093686017,4.190487423569789,18.769886863417923,0.0897007893980835,3.3141158604743723,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-05,27.293713721712475,4.210761310645968,19.027033356949687,0.302102013639546,3.7538170404772764,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-06,27.412849995093048,4.0311958895863365,19.03698593331501,0.27808051383706944,4.066587658354634,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-07,27.40385023166383,3.946307505165411,19.063336464576423,0.142349292001623,4.251856969920377,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-08,26.990599200896018,3.592318232065306,19.011779971886426,0.266755409234835,4.119745587709449,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-09,25.932781713753634,3.3182602810746182,18.907044033519924,0.177992603117763,3.5294847960413294,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-10,25.12483641232401,3.5471728936789866,18.50512216066079,0.0,3.0725413579842344,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-11,31.100506154039433,5.72175639062857,20.372792929403534,0.0,5.005956834007329,2,Maintain Positions,Market is stable. Hold current allocations with normal monitoring.
2025-07-12,44.26517813140155,7.820414897037402,32.40201622246108,0.0,4.042747011903067,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-13,36.90724195426108,8.527591341345676,23.887452069392086,0.019401164124432,4.472797379398884,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-14,42.63331360315286,9.269972307021941,28.941691536026298,0.0,4.421649760104617,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-15,37.2217801323285,11.571021135519786,22.08970472216602,0.0,3.561054274642694,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-16,48.52497831059468,13.306624594405182,29.829544126987454,0.26980890922340395,5.119000679978643,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-17,39.79982419931538,14.207242953262389,20.530882328748703,0.13587729849417898,4.92582161881011,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-18,44.06512301392817,13.521869449711014,27.815448567271236,0.048606028043849996,2.679198968902068,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-19,37.128807317478035,13.998710037947811,20.109997987747192,0.2309110311565755,2.7891882606264633,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-20,46.63677990693847,14.094152511514707,29.51761797070503,0.2418411915564945,2.7831682331622383,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-21,37.54210575536511,14.6954333992512,20.286332964897156,0.32254126266845695,2.2377981285482913,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-22,46.95546764447439,13.921068816736486,30.543969795107838,0.29430851134782304,2.1961205212822494,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-23,35.84653503244303,13.483510893352468,19.811096787452698,0.0,2.551927351637865,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
2025-07-24,47.60110905666712,12.473213187925529,31.554499901831147,0.165903591856008,3.4074923750544386,3,Partial Rebalancing,Elevated caution warranted. Consider reducing exposure to volatile assets.
